微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IsVHvrmqL,关于对新型冠状病毒感染的肺炎密切接触者集中医学观察的通告（第8号） 关于对新型冠状病毒感染的肺炎密切接触者集中医学观察的通告  ,,无,无,无,2020-02-06 12:42,微博 weibo.com,139,43,73
IsVxEo9dU,最新！南京开设发热门诊的医疗机构名单  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/7cfe0d62gy1gbmk7ddgv8j20i31u1gz7.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gbmnm80ll6j20rs1kodoz.jpg",无,无,2020-02-06 12:18,微博 weibo.com,173,188,77
IsVtbe8oe,南京市新增5例新型冠状病毒感染的肺炎确诊病例的通报 南京市新增5例新型冠状病毒感染的肺炎确诊病例的通报  ,,无,无,无,2020-02-06 12:07,微博 weibo.com,896,681,214
IsV8zvTBU,如果你从医院或者其他人员密集的地方回到家中，应该如何进行消毒呢？转发收藏！#出门买菜未戴口罩被感染# 丁香医生的微博视频  ,,无,无,无,2020-02-06 11:16,微博视频号,273,203,70
IsUT2eOYo,【#被感染隔离的宝宝向医生求抱抱是谣言#】近日，一段“婴儿伸手向医生求抱抱”的视频爆红网络，部分媒体和网友将其解读为“娃娃感染新型冠状病毒被隔离”。孩子的父亲说，网传信息并不属实，“自己孩子得的不是肺炎，是白血病，曾发抖音辟谣，不知道怎么被删了。希望媒体帮忙辟谣。”http://t.cn/A6Pmki5l ,,无,无,无,2020-02-06 10:38,微博视频号,268,25,44
IsUq84zs1,【#环卫工一天消杀23吨垃圾#：特殊时期更不能让垃圾过夜！】南京53岁环卫工傅仁财，每天从早上4点工作到下午4点，每隔一小时就要进行一次清洗消毒，平均一天要消杀23吨垃圾。春节以来，南京全市1.3万多名环卫工人全部在岗，全市数千吨生活垃圾全部做到日产日清，让疫情防控不留死角。致敬城市美容师！http://t.cn/A6PH3I44 ,,无,无,无,2020-02-06 09:26,微博视频号,421,34,58
IsTSVmG4d,晨光与暮色晚霞中的鸡鸣寺。祈福南京，加油中国！@光影剑客N 摄于2020.02.01晨，02暮#最南京，全民拍#  [组图共6张] 原图 ,,"http://ww1.sinaimg.cn/large/7cfe0d62gy1gbmcvvmyrtj218g0tm154.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gbmcw2gmbhj21jk0rtdto.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gbmcw8mt2nj218g0tmdwm.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gbmcwd76suj218g0pc7ij.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gbmcwgg149j218g0tmgzm.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gbmcvo0oqxj218g0tn7jz.jpg",无,无,2020-02-06 08:05,无,295,40,29
IsTx6hKlO,#小布说天气#【雨雪降温齐至，注意防护】南京今天白天多云转阴有小雨，夜里到明天阴有小雨或小雨夹雪，随着冷空气的到来，气温下降明显，今天最高气温6℃，最低2℃，体感变冷，亲爱的你宅家也要注意保暖，提防感冒哦！注意合理作息饮食，共同抗击病毒！  原图 ,,http://wx2.sinaimg.cn/large/7cfe0d62ly1gbmbcewo4oj20qo0pnq3w.jpg,无,无,2020-02-06 07:11,无,74,24,31
IsQszqKVG,今天，#火神山医院医护人员中暑晕倒# 刷屏，这名医护人员叫郭晨晨，是东部战区总医院的一名护士，2月2日她和战友们一起从南京出发，“逆行”前往武汉。2月3日，她一直工作到深夜，凌晨两点才休息……照顾病患的同时，也请照顾好自己！央视军事的微博视频 @央视军事  ,,无,无,无,2020-02-05 23:21,微博视频号,656,42,93
IsPW0AnQB,【暖！4万斤蔬菜只送不卖】今年51岁的许乃兵是南京本地一位农产品供应商。他在年前捐款5万余元，现在又捐赠40000余斤蔬菜，给浦口区永宁街道的孤寡老人、贫困户以及在一线抗击疫情的工作者们！#恩正南京人#赞！紫金山视频的秒拍视频  ,,无,无,无,2020-02-05 22:01,微博视频号,708,36,44
IsPJYc99u,坚定信心 众志成城 共克时艰！南京市百家商业企业防控疫情倡议书 坚定信心 众志成城 共克时艰 南京市百家商业企业防控疫情倡议书  ,,无,无,无,2020-02-05 21:32,微博 weibo.com,196,44,85
IsPsDudqw,【超硬核防疫！消毒通道进小区 进出自动雾化消杀】近日，南京世茂滨江新城小区多了一个高2.3米、长1.8米、宽1.6米的消毒通道，居民进出小区必须经过它的“把关”。该通道采用气泵将雾化的稀释酒精引至消毒通道入口顶处，居民在进出时就能“自动消毒”，降低了疫情风险的产生。直播南京官方版的微博视频  ,,无,无,无,2020-02-05 20:49,微博视频号,431,57,159
IsOcr4udv,【6人！出院！】今天下午，南京第三批新型冠状病毒感染的肺炎患者治愈出院。加上之前的，南京共有10名确诊患者出院！  原图 ,,http://wx1.sinaimg.cn/large/7cfe0d62ly1gblnsslyr8j21400u07bn.jpg,无,无,2020-02-05 17:36,无,1573,170,258
IsNwx5FXS,关于加强医疗机构新型冠状病毒感染的肺炎疫情防控工作的通告 关于加强医疗机构新型冠状病毒感染的肺炎疫情防控工作的通告  ,,无,无,无,2020-02-05 15:53,微博 weibo.com,434,323,280
IsMXumirq,【国家卫健委发布#不同人群选用口罩指引#】据《关于印发不同人群预防新型冠状病毒感染口罩选择与使用技术指引的通知》：在新型冠状病毒感染的肺炎流行期间，建议选择合适的口罩类型，不过度防护。↓↓  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/7cfe0d62ly1gblibmdih3j20ku18811l.jpg,http://ww2.sinaimg.cn/large/7cfe0d62ly1gblibllow5j20kv6vhkjm.jpg",无,无,2020-02-05 14:27,无,199,90,97
IsMwRp0Il,“灌篮高手”，回家！#无人机硬核喊话劝灌篮高手回家# @溧水发布 溧水发布的微博视频  ,,无,无,无,2020-02-05 13:21,微博视频号,209,29,42
IsM7l3Nh4,扩散！寻找南京市相关确诊患者可能接触者 扩散！寻找南京市相关确诊患者可能接触者  ,,无,无,无,2020-02-05 12:18,微博 weibo.com,494,806,153
IsLHWoGBk,南京市新增3例新型冠状病毒感染肺炎确诊病例的通报 南京市新增3例新型冠状病毒感染肺炎确诊病例的通报  ,,无,无,无,2020-02-05 11:16,微博 weibo.com,930,132,281
IsLwsxWCj,【江苏设立24小时疫情应对心理援助热线】2月3日，省卫生健康委下发通知，要求13个设区市建立心理援助热线队伍，提供24小时免费心理服务。援助热线如下↓转给需要的人！  原图 ,,http://wx4.sinaimg.cn/large/7cfe0d62ly1gblbywrjxyj20v91ebtgq.jpg,无,无,2020-02-05 10:47,无,85,144,34
IsL7EcbUo,【江苏省购买退热、止咳药品需实名登记】省疫情防控领导小组发出《关于实行疫情防控期间零售药店对购买退热、止咳药品人员进行实名信息登记报告制度的通知》。即日起，在药店购买退热、止咳药品，应实名登记购买人、使用人身份证、住址、手机号码、体温信息、有无湖北地区旅居史和与湖北往返人员接触史等信息。 #江苏药店购退烧止咳药需实名登记# [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/7cfe0d62gy1gbla4i6fp5j20m80goq5e.jpg,http://ww1.sinaimg.cn/large/7cfe0d62gy1gbla4ijyd0j20m80gowhq.jpg",无,无,2020-02-05 09:46,无,186,117,99
IsKjTj3A9,【长时间戴口罩耳朵疼怎么办？】长时间戴口罩耳朵疼，加个牛奶箱子提手（或其他类似物品），不夹耳↓↓有需要的小伙伴可以试试~生命时报的秒拍视频  ,,无,无,无,2020-02-05 07:44,微博视频号,174,52,33
IsHixt9U1,南京市新型冠状病毒感染肺炎确诊病例有关分布情况通报 南京市新型冠状病毒感染肺炎确诊病例有关分布情况通报  ,,无,无,无,2020-02-05 00:02,微博 weibo.com,1832,1422,733
IsGQ33GlD,关于进一步加强疫情防控期间小区管理的通告 关于进一步加强疫情防控期间小区管理的通告  ,,无,无,无,2020-02-04 22:52,微博 weibo.com,1643,543,590
IsGdut0tI,@中央音乐学院  和@南京航空航天大学  的两位大一女生，关于冠状肺炎的应援歌曲，从词曲到弹唱和视频制作都是她们自己完成的。加油，中国#千里迢迢汇成逆行的浪潮# 欢声笑语bot的微博视频  ,,无,无,无,2020-02-04 21:17,微博视频号,244,38,29
IsFMFsQVu,"2016年就开始投入使用的南京""火神山"" ——南京市公共卫生医疗中心，设立专项传染病隔离区，可容纳近千人！ 大南京，未雨绸缪！iDavidLee的微博视频  ",,无,无,无,2020-02-04 20:11,微博视频号,3424,551,493
IsFiOwzqp,【免费问诊！南京市第一医院网上“发热门诊”上线】最近如有发热、干咳等不适，进入“南京市第一医院”官方微信，点击“患者服务”，选择“在线问诊”，即可在线咨询专家，方便又快！  [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/7cfe0d62ly1gbkkitug97j20rs76pnpd.jpg,http://ww2.sinaimg.cn/large/7cfe0d62ly1gbkkiua1c8j20rs1ezdp7.jpg",无,无,2020-02-04 18:57,无,204,67,44
IsENI7X1G,【#李兰娟公布两种抑制病毒药物#】据长江日报，4日，中国工程院院士、国家卫健委高级别专家组成员李兰娟团队，在武汉公布治疗新型冠状病毒感染的肺炎的最新研究成果。根据初步测试，在体外细胞实验中显示：（1）阿比朵尔在10～30微摩尔浓度下，与药物未处理的对照组比较，能有效抑制冠状病毒达到60倍，并且显著抑制病毒对细胞的病变效应。（2）达芦那韦在300微摩尔浓度下，能显著抑制病毒复制，与未用药物处理组比较，抑制效率达280倍。http://t.cn/A6PQEwog 原图 ,,http://wx4.sinaimg.cn/large/7cfe0d62ly1gbkiagb66tj20go0cign2.jpg,无,无,2020-02-04 17:41,无,239,94,37
IsEEo91Sp,【南京第二批2名治愈患者今日出院】2月4日下午，南京第二批两位新型冠状病毒感染的肺炎患者治愈出院。这也是南京治愈出院的第三和第四例确诊患者。  原图 ,,http://wx3.sinaimg.cn/large/7cfe0d62ly1gbkhs7v9g1j20dc0f5diu.jpg,无,无,2020-02-04 17:18,微博 weibo.com,292,73,56
IsEAd0dDT,【#国家卫健委口罩使用指南#】①一次性使用的医用口罩：公众在非人员密集的公共场所佩戴；②医用外科口罩：发热或疑似病人、公共交通的司乘人员等在岗期间佩戴；③N95口罩、KN95口罩：公共卫生人员现场调查采样检测使用；公众在人员高度密集的场所也可以佩戴；④医用防护口罩：推荐给发热门诊等医护人员，以及确诊人员佩戴。http://t.cn/A6PQWgwh ,,无,无,无,2020-02-04 17:07,微博视频号,332,30,92
IsEyMljEB,今天上午（2020年2月4日）十点的南京#卫星影像# 。温暖的太阳，宁静的时光图自@东风永健  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/7cfe0d62ly1gbkh752mqlj20u00u0wru.jpg,http://ww4.sinaimg.cn/large/7cfe0d62ly1gbkh73lkmkj20u00u0aoa.jpg,http://ww2.sinaimg.cn/large/7cfe0d62ly1gbkh85lrgoj20u00u07ik.jpg,http://ww4.sinaimg.cn/large/7cfe0d62ly1gbkh87osk0j20u00u0n9l.jpg,http://ww4.sinaimg.cn/large/7cfe0d62ly1gbkh898sh6j20u00u07jj.jpg,http://ww1.sinaimg.cn/large/7cfe0d62ly1gbkh74g2j7j20u00u07jv.jpg,http://ww4.sinaimg.cn/large/7cfe0d62ly1gbkh8a7ex3j20u00u0dtq.jpg,http://ww2.sinaimg.cn/large/7cfe0d62ly1gbkh8cwkt9j20u00u0duf.jpg,http://ww3.sinaimg.cn/large/7cfe0d62ly1gbkh8k1w4aj20u00u0wtc.jpg",无,无,2020-02-04 17:04,无,183,48,65
IsEcf0tqr,【“病人危在旦夕，马上气管插管，我上！”】#援鄂医生为危重病人施行紧急气管插管# 近日，武汉一名50多岁的患者女性，由于病情发生恶化，出现了严重的呼吸窘迫症。驰援武汉的东南大学附属中大医院重症医学科专家潘纯，在充分防护来不及准备的情况下，挺身而出，为危重新冠肺炎病人施行紧急气管插管，保住了患者生命http://t.cn/A6PHcdgi ,,无,无,无,2020-02-04 16:08,微博视频号,333,28,30
IsDIwybVa,【哄抬物价！海王星辰药店高价销售口罩被查】2月2日，有市民向12345举报，称苜蓿园东街的海王星辰药店的普通口罩卖到30元一个，购买了7个共210元。经秦淮区市场监管局查实，海王星辰多家店销售的一次性医用口罩进价7.8元，售价30元，涨幅达284%。目前秦淮区市场局正在做进一步的调查取证工作，按照国家法律规定，对于哄抬物价行为，将处以没收违法所得，并处违法所得5倍以下的罚款；没有违法所得的，处5万元以上50万元以下的罚款；情节较重的，处50万元以上300万元以下的罚款。 [组图共4张] 原图 ,,"http://ww4.sinaimg.cn/large/7cfe0d62ly1gbkdiumm2tj21400u0n1v.jpg,http://ww4.sinaimg.cn/large/7cfe0d62ly1gbkdiux6nzj20u0140gq5.jpg,http://ww2.sinaimg.cn/large/7cfe0d62ly1gbkdiv5b9dj21400u0420.jpg,http://ww1.sinaimg.cn/large/7cfe0d62ly1gbkdivwm6wj20u0140jvf.jpg",无,无,2020-02-04 14:55,无,643,48,168
IsDcgFbAV,关于网传“鼓楼医院呼吸科整体被隔离”的情况通报 关于网传“鼓楼医院呼吸科整体被隔离”的情况通报  ,,无,无,无,2020-02-04 13:36,微博 weibo.com,1339,290,309
IsD8GvBmf,今日立春，作为南京、武汉两地共同的市花——梅花已悄然在丛中笑。@南京钟山风景名胜区 的梅花含苞待放，它期待着和遥遥相望的武汉东湖梅花一起扮靓整个春天。@武汉东湖磨山景区 南京钟山风景名胜区的微博视频  ,,无,无,无,2020-02-04 13:27,微博视频号,145,41,24
IsCJfaV72,【武汉，莫慌，南京等你！】武汉、南京，两个在长江边的城市，共饮长江水。武汉只是暂时病了，我们相信，一切都会好起来的！来看看MV《共饮一江水》，@武汉发布 ，加油！#一首歌温暖一座城##百城联唱 激情战疫# 南京广播电视台的微博视频  ,,无,无,无,2020-02-04 12:24,微博视频号,335,123,58
IsCob3lql,南京市新增4例新型冠状病毒感染的肺炎确诊病例的通报 南京市新增4例新型冠状病毒感染的肺炎确诊病例的通报  ,,无,无,无,2020-02-04 11:32,微博 weibo.com,921,614,322
IsC5lgrKN,在这个延长假期的日子，还有许许多多南京人不能“宅”在家里。加强小区疫情排查防控，一线社区（村）工作人员每日联系超千百人，询问身体状况、协调物资帮助、轮班值守对来往的行人测量体温。他们说：“守住了大门，就等于保护了一个小区！””#此刻，他们在现场#  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/7cfe0d62ly1gbk68hxysxj21400u0e85.jpg,http://ww2.sinaimg.cn/large/7cfe0d62ly1gbk68heu24j21400u0dia.jpg,http://ww4.sinaimg.cn/large/7cfe0d62ly1gbk68hhdqpj20u00min21.jpg,http://ww3.sinaimg.cn/large/7cfe0d62ly1gbk68hei6zj20u00miq6l.jpg,http://ww4.sinaimg.cn/large/7cfe0d62ly1gbk69723g9j21400u0x6t.jpg,http://ww4.sinaimg.cn/large/7cfe0d62ly1gbk6978kwqj21400u07wm.jpg,http://ww2.sinaimg.cn/large/7cfe0d62ly1gbk69uw7slj20vu0nwtxz.jpg,http://ww1.sinaimg.cn/large/7cfe0d62ly1gbk6b9vwnbj20u014079a.jpg,http://ww3.sinaimg.cn/large/7cfe0d62ly1gbk6ba211qj21400u0dme.jpg",无,无,2020-02-04 10:46,微博 weibo.com,148,17,67
IsBPEw75Q,麻将可以打！但不是现在！ 南京发布的微博视频 @南京江北新区发布  ,,无,无,无,2020-02-04 10:07,微博视频号,182,19,34
IsBoW17LK,【连续两日他们给民警送来特殊礼物，不留姓名便转身离开】2月2日和2月3日，两名驾驶人在栖霞收费站查控点通过体温检测后，将一袋子消毒液和两箱防护服给执勤民警放下后便转身离开了。  南京发布的微博视频  ,,无,无,无,2020-02-04 09:01,微博视频号,286,44,28
IsBbU97cJ,【爱和希望比病毒“蔓延”得更快，武汉这条视频刷屏】一条#武汉最新城市宣传片#刷爆网络，其中主创乐舒婷、阮翔夫妇系@南京艺术学院 2007级广播电视编导系毕业生。武汉，一起加油！快点好起来！我们等你！（视频来源：@xxxxxxxtee ）XXTEE的微博视频  ,,无,无,无,2020-02-04 08:29,微博视频号,160,64,23
IsASZ2UwP,【今日，立春】今日17时03分，迎来24节气中的第一个节气——#立春#。没有一个冬天不可逾越，没有一个春天不会来临。  原图 ,,http://wx1.sinaimg.cn/large/7cfe0d62ly1gbk10u36h4j20u01hc4qp.jpg,无,无,2020-02-04 07:43,无,228,85,27
Isx6xd4pU,我们最好的时光 就是现在（四分钟处起请自备纸巾观看）摄：@孔维w孔维w的微博视频  ,,无,无,无,2020-02-03 22:05,微博视频号,202,83,43
IswMuBnNq,放大招！无人机督促戴口罩！“老师傅，把口罩戴起来唉！最近这段时间不要出来转唠！”南京六合区龙池街道无人机助力防疫巡查，硬核 南京发布的微博视频  ,,无,无,无,2020-02-03 21:16,微博视频号,218,22,48
IswzMyD2W,你所谓无聊的“家”，却是他们想回回不去的地方。  原图 ,,http://wx4.sinaimg.cn/large/7cfe0d62gy1gbjhzuvszij21400u0gqn.jpg,无,无,2020-02-03 20:44,无,581,220,61
IsweCxjEK,【教育部：合理#调整研究生考试招生近期工作安排#】日前，教育部有关部门印发通知，明确，原定近期举行的自划线高校硕士研究生复试录取工作和有关招生单位博士研究生考试招生工作等推迟举行。  原图 ,,http://wx1.sinaimg.cn/large/7cfe0d62gy1gbjghc2p7bj20v90j443p.jpg,无,无,2020-02-03 19:52,无,34,43,9
